569452063920226304,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",neutral,Virgin America
569429411646156800,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,neutral,Virgin America
569368160291463168,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,negative,Virgin America
569356387785900032,@VirginAmerica I'd love to know what your policy is for damaged luggage.,neutral,Virgin America
569354267854704641,@VirginAmerica Thank you for the follow,positive,Virgin America
569351220097216512,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,negative,Virgin America
569348775631675392,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,negative,Virgin America
569323106210152448,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,neutral,Virgin America
569318651502989312,@VirginAmerica Flight from BOS &gt; LAS tomorrow was cancelled. No notification; wait times are 1+ hour. Will you rebook on another airline?,negative,Virgin America
569318130356502528,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,positive,Virgin America
569316358845911040,@VirginAmerica Only way to fly! #Elevate #Gold,positive,Virgin America
569311498301870080,@VirginAmerica If only you guys had flights from CMH.,neutral,Virgin America
569311060903268352,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",negative,Virgin America
569305113589714944,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,neutral,Virgin America
569304436612444160,@VirginAmerica you will match my #AmericanAirlines status? Cool!,positive,Virgin America
569304208534597632,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,neutral,Virgin America
569298165855338497,@VirginAmerica thanks!,positive,Virgin America
569282249717194754,@VirginAmerica Because we never rec'd cancellation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,negative,Virgin America
569277854950817792,@VirginAmerica trying to book a flight &amp; your site is down 😁,negative,Virgin America
569277352129138688,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you cancelled my flight and didn't do anything,negative,Virgin America
569263837448269826,@VirginAmerica you stink. Flight canceled from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,negative,Virgin America
569262527281913857,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,positive,Virgin America
569261347688607744,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",positive,Virgin America
569261128532041728,@VirginAmerica nervous about my flight from DC to LAX getting cancelled tomorrow! Just sent you a DM to help me!,neutral,Virgin America
569253311813185537,@VirginAmerica Keep up the great work :),positive,Virgin America
569253236093267969,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,positive,Virgin America
569250469178175488,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,positive,Virgin America
569248400836726786,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",positive,Virgin America
569244860286263297,@VirginAmerica why cancel flights today? No precipitation to be scared of!  ❄️❄️❄️,negative,Virgin America
569240250192670720,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,positive,Virgin America
569238877178716161,@VirginAmerica You guys charged me $100 to reschedule a flight that was then canceled and are now refusing to refund it. What's the deal?,negative,Virgin America
569230983075115010,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,negative,Virgin America
569229785500680192,"@VirginAmerica why cancel flight VX413? One sec its delayed, on my to airport, the next its cancelled?Gonna email or call me to reschedule?",negative,Virgin America
569226875349835776,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,negative,Virgin America
569224234150404096,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,negative,Virgin America
569223788639821824,@VirginAmerica I was so looking forward to my first flight with you today but it was cancelled along with the subsequent one ...,negative,Virgin America
569222494952886272,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,positive,Virgin America
569221440794271745,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,positive,Virgin America
569221156504530944,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,negative,Virgin America
569218762907324416,@VirginAmerica hold times at call center are a bit much,negative,Virgin America
569212570478911489,@VirginAmerica Like http://t.co/VPqEm31XUQ,positive,Virgin America
569209566715469824,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,positive,Virgin America
569205125278859265,@VirginAmerica thanks so much!,positive,Virgin America
569202691185909760,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",positive,Virgin America
569200619430420480,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),positive,Virgin America
569200606595952640,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,negative,Virgin America
569198782421663745,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY cancelled?",negative,Virgin America
569197967959154688,@VirginAmerica sounds like fun !,positive,Virgin America
569197611393163264,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,neutral,Virgin America
569197515993534464,@virginamerica spruce moose!,neutral,Virgin America
569192778468626432,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",negative,Virgin America
569182336715243520,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",negative,Virgin America
569180623165915137,"@VirginAmerica classiq, luv Virgin America. Greetingz",positive,Virgin America
569179517522046977,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",negative,Virgin America
569176777056079874,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,positive,Virgin America
569165709516759042,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,positive,Virgin America
569110766235877376,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,positive,Virgin America
569083230361673728,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",negative,Virgin America
569022319437357056,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,negative,Virgin America
569020707113476096,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",positive,Virgin America
569018352464588800,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral,Virgin America
568989005162766337,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",neutral,Virgin America
568977439398821888,@VirginAmerica any plans to start flying direct from DAL to LAS?,neutral,Virgin America
568977175149293570,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,neutral,Virgin America
568972394297077760,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",positive,Virgin America
568945958970531840,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative,Virgin America
568945265899483136,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,neutral,Virgin America
568943244027006976,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,neutral,Virgin America
568942331921092608,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,negative,Virgin America
568940002849255425,@VirginAmerica there is something wrong with you website in Safari iPhone,negative,Virgin America
568929979981033472,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,positive,Virgin America
568928741298012160,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,negative,Virgin America
568928605226426370,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,neutral,Virgin America
568926018049691648,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,neutral,Virgin America
568923762764095488,@VirginAmerica I see what you did there ;),positive,Virgin America
568911350656675841,@VirginAmerica your inflight team makes the experience #amazing!,positive,Virgin America
568910590921609216,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,positive,Virgin America
568901823215448064,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",negative,Virgin America
568898405189038080,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,neutral,Virgin America
568890074164809728,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),positive,Virgin America
568890062286385153,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,neutral,Virgin America
568884848632279041,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,neutral,Virgin America
568882014415249408,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,negative,Virgin America
568874645564362752,@VirginAmerica Thank you!!,positive,Virgin America
568868127364096000,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,negative,Virgin America
568867068331864064,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,neutral,Virgin America
568864815654899712,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,neutral,Virgin America
568855933360607232,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,neutral,Virgin America
568850967673896960,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,negative,Virgin America
568850943359496192,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),negative,Virgin America
568847512372514816,@VirginAmerica what is your policy on flying after surgery?,neutral,Virgin America
568845553104068609,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,neutral,Virgin America
568840560347373569,@VirginAmerica would love to do more for virgin just like I do for @GoPro,positive,Virgin America
568838020041809920,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,neutral,Virgin America
568837602071203840,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",neutral,Virgin America
568830466830151680,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",neutral,Virgin America
568828648687591424,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,neutral,Virgin America
568828112626012160,@VirginAmerica @madbee95 check the website before you go to the airport!,neutral,Virgin America
568823689422053376,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,neutral,Virgin America
568815689684815873,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,positive,Virgin America
568812046747201537,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",negative,Virgin America
568805696780824576,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,positive,Virgin America
568803996774879232,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",positive,Virgin America
568802396907835393,@VirginAmerica happy to spend the day together. Let's do this!,positive,Virgin America
568800805475782656,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,neutral,Virgin America
568795484283736064,@VirginAmerica missed my flight. How does standby work?,neutral,Virgin America
568795139512127488,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,positive,Virgin America
568791035297468416,@VirginAmerica thank you! I absolutely will 😎,positive,Virgin America
